FCLTY_NM,RDNMADR_NM,CTPRVN_CD,SIGNGU_CD,FCLTY_LO,FCLTY_LA,AREA_NM,HOTEL_GRAD_NO,TEL_NO,HMPG_URL,TRRSRT_ONE_NM,TRRSRT_TWO_NM,TRRSRT_THREE_NM,BASE_DE
호텔 팝,경기도 구리시 안골로57번길 10-6 뉴호스텔모텔,41,41310,127.1374986,37.59764692,경기,,,,,,,2021-12-31
호텔 포레힐,서울특별시 강남구 학동로 117,11,11680,127.0236467,37.51207374,서울,3,02-1899-8059,http://www.foreheal.com/,가로수길,서울 코엑스 컨벤션 센터,명동성당,2021-12-31
호텔 휘슬락,제주특별자치도 제주시 서부두2길 26,50,50110,126.527765,33.517558,제주,4,064-795-7000,http://www.whistlelark.co.kr/,금호리조트 제주아쿠아나,한라산,제주 국제공항,2021-12-31
호텔난타,제주특별자치도 제주시 선돌목동길 56-26,50,50110,126.547803,33.445747,제주,4,064-727-1800,http://www.hotelnanta.com/kr/,천지연폭포서귀포 매일올레시장,,이중섭 문화거리,2021-12-31
호텔뉴브,서울특별시 강남구 선릉로85길 6,11,11680,127.049108,37.50302489,서울,3,02-740-5000,https://www.newvhotel.com/,서울 코엑스 컨벤션 센터,가로수길,롯데월드,2021-12-31
호텔스카이파크동대문1호점,서울특별시 중구 동호로 335,11,11140,127.0021055,37.56419454,서울,2,02-2264-2200,https://www.skyparkhotel.com/html/main.asp,롯데월드,동대문시장,대학로,2021-12-31
호텔스카이파크명동1호점,서울특별시 중구 명동8나길 15,11,11140,126.9852932,37.56403715,서울,3,02-6900-9300,https://www.skyparkhotel.com/html/main.asp,가로수길,서울 코엑스 컨벤션 센터,롯데월드,2021-12-31
호텔스카이파크명동2호점,서울특별시 중구 명동9길 22,11,11140,126.9794674,37.5682445,서울,2,02-755-0091,https://www.skyparkhotel.com/html/main.asp,동대문시장,명동성당,청계천,2021-12-31
호텔스카이파크명동3호점,서울특별시 중구 퇴계로 139,11,11140,126.9872963,37.5613066,서울,2,02-756-9700,https://www.skyparkhotel.com/html/main.asp,명동성당,남대문시장,청계천,2021-12-31
호텔스카이파크센트럴명동점,서울특별시 중구 명동9길 16,11,11140,126.9852727,37.56428183,서울,3,02-752-0022,https://www.skyparkhotel.com/html/main.asp,명동성당,남대문시장,청계천,2021-12-31
호텔스카이파크제주1호점,제주특별자치도 제주시 삼무로 48,50,50110,126.491759,33.489376,제주,3,064-797-0000,https://www.skyparkhotel.com/html/main.asp,제주 중문관광단지,여미지식물원,천제연폭포,2021-12-31
호텔스카이파크킹스타운동대문,서울특별시 중구 장충단로13길 20 14층,11,11140,127.0076671,37.56873587,서울,4,02-6952-8991,https://www.skyparkhotel.com/html/main.asp,명동성당,남대문시장,청계천,2021-12-31
호텔시에나,경기도 파주시 소리천로 31,41,41480,126.7618722,37.7156228,경기,3,031-943-7260,http://www.hotelsienna.com/,고양종합운동장,금촌도서관,금촌통일시장,2021-12-31
호텔이루다,경기도 안양시 만안구 만안로 71,41,41171,126.932931,37.38951138,경기,3,031-443-2700,http://www.hoteliruda.com/,LS타워,관악산,자운암,2021-12-31
홀리데이 인 인천 송도,인천광역시 연수구 인천광역시타워대로 251,28,28185,126.633005,37.393145,인천,4,032-250-0000,http://holidayinnincheonsongdo.com/ver01/,자유공원,문학야구장,인천 축구 전용경기장,2021-12-31
호텔시에나,경기도 파주시 소리천로 31,41,41480,126.761882,37.715627,경기,1,031-943-7260,www.hotelsienna.com,천마산,조선왕릉,서울과학기술대학교,2021-12-31
밸류호텔월드와이드부산,부산광역시 영도구 대교동1가 40,26,26200,129.037303,35.093819,부산,4,051-960-5555,www.valuehotelbusan.com,해운대해수욕장,부산아쿠아리움,해운대달맞이길,2021-12-31
골든튤립해운대호텔앤스위트,부산광역시 해운대구 중동 해운대해변로 322,26,26350,129.16587,35.162292,부산,2,051-795-7000,www.goldentulip-haeundae.com,해운대해수욕장,부산아쿠아리움,해운대달맞이길,2021-12-31
라비타호텔,서울특별시 강남구 영동대로712,11,11680,127.056886,37.521426,서울,2,02-545-0015,http://lavitahotelseoul.com/,서울 코엑스 컨벤션 센터,가로수길,롯데월드,2021-12-31
라마다바이윈덤동대문,서울특별시 중구 동호로 354,11,11140,127.002806,37.565916,서울,2,02-2276-3500,http://www.ramadaddm.com/ramada/location.html,,,,2021-12-31
로사나부띠크호텔,서울특별시 송파구 석촌동 삼학사로 98,11,11710,127.097537,37.505975,서울,2,02-2143-3000,http://rosanahotel.co.kr/,서울 코엑스 컨벤션 센터,가로수길,롯데월드,2021-12-31
라마다호텔앤스위트서울남대문,서울특별시 중구 칠패로 27,11,11140,126.972065,37.559976,서울,2,02-775-7000,https://www.seanhotelgroup.com/hotels/ramada-namdaemun/ko,동대문시장,명동성당,청계천,2021-12-31
로얄호텔서울,서울특별시 중구 명동1가 명동길 61,11,11140,126.98569,37.564329,서울,2,02-771-4500,https://www.royal.co.kr/2014_renew/ko/,동대문시장,명동성당,청계천,2021-12-31
코리아나호텔,서울특별시 중구 태평로1가 세종대로 135,11,11140,126.976548,37.568224,서울,2,02-2171-7000,https://www.koreanahotel.com/index.htm?,동대문시장,명동성당,청계천,2021-12-31
파티오세븐호텔,서울특별시 강남구 논현동 논현로 736,11,11680,127.029397,37.517824,서울,1,02-517-8833,https://www.patio7.co.kr/,서울코엑스컨벤션센터,가로수길,롯데월드,2021-12-31
아스티호텔부산,부산광역시 동구 초량3동 중앙대로214번길 7-8,26,26170,129.041933,35.116368,부산,2,051-409-8888,https://astihotel.co.kr/,해운대해수욕장,부산아쿠아리움,해운대달맞이길,2021-12-31
부산시티호텔,부산광역시 동구 초량동 1163-2,26,26170,129.0442038,35.1227617,부산,,,,해운대해수욕장,부산아쿠아리움,해운대달맞이길,2021-12-31
제이앤파크호텔,인천광역시 중구 용유서로 262-15,28,28110,126.3795176,37.4449717,인천,4,032-752-5996,http://www.royalemporium.co.kr/,동대문시장,명동성당,창덕궁,2021-12-31
